area_sqft,num_floors,project_type,location_zone,foundation_type,wall_material,roof_type,has_basement,has_parking,quality_grade,soil_type,distance_to_city_center,total_cost
9503.06417775767,1,commercial,rural,slab,brick,mansard,0,1,luxury,loamy,49.7387939941954,2623333.2805414516
17610.53052453123,8,infrastructure,rural,slab,glass,hip,0,1,standard,loamy,85.78753342124294,3160877.706446846
44891.02629034759,16,residential,suburban,basement,glass,hip,1,1,luxury,rocky,48.73483318687178,33363597.176852748
23961.101193012182,13,residential,suburban,slab,concrete,hip,0,1,economy,loamy,48.19745714179543,3131811.2611180185
33544.10805679084,3,commercial,urban,crawl_space,wood,hip,1,1,luxury,sandy,61.85231898492772,15156647.773359055
9029.833624480678,3,commercial,rural,crawl_space,glass,flat,0,1,luxury,rocky,76.74393126968371,3378516.115413997
10018.306431029203,5,industrial,urban,crawl_space,glass,mansard,1,1,luxury,clay,66.56173857957039,5967107.2733086515
2522.996505190704,11,industrial,suburban,crawl_space,steel,flat,1,0,standard,clay,62.65666419064056,556239.276876598
8862.285622072146,7,commercial,urban,slab,brick,mansard,1,1,luxury,clay,37.16713343428364,4741577.11164312
14290.221782081951,10,commercial,suburban,basement,wood,mansard,1,0,luxury,loamy,63.00737056293579,6370394.676372698
9262.018971698968,10,residential,rural,pile,brick,mansard,0,1,premium,sandy,10.327287305330135,2049358.4726521214
4890.7754209742525,2,commercial,rural,slab,concrete,flat,0,1,luxury,rocky,40.95581168498723,1322187.7100408643
6471.47561947974,3,industrial,suburban,pile,glass,gable,0,0,luxury,sandy,18.835128279148037,2789931.4471670846
23308.549017619927,8,residential,rural,basement,glass,hip,0,1,premium,sandy,53.75678417493801,6406989.1020336095
10713.519061086728,11,infrastructure,suburban,slab,brick,gable,0,1,standard,clay,26.204518775758046,2255622.4436028088
18531.358121879734,13,industrial,urban,pile,concrete,gable,0,1,standard,clay,50.593482182975166,5502380.376792349
25419.154907315416,7,industrial,suburban,basement,steel,gable,1,0,premium,sandy,77.73250317899,8040380.106195213
34674.54401715358,13,residential,urban,pile,steel,hip,0,1,premium,sandy,43.39926945572928,15395395.835850101
2445.9509221343974,2,infrastructure,suburban,crawl_space,glass,gable,0,0,luxury,rocky,21.87286630007993,1025680.9685439888
40070.81474599761,6,industrial,rural,crawl_space,glass,hip,0,1,standard,clay,22.298167447789673,6210394.517537984
31581.069279799933,9,commercial,suburban,basement,wood,hip,1,0,standard,clay,90.62544481980713,5448518.040156395
4547.0720814691595,2,industrial,suburban,basement,brick,hip,0,0,luxury,loamy,78.09047646249445,1451918.4439149718
43742.14189328547,18,residential,suburban,pile,glass,mansard,0,0,economy,clay,3.6572667629879207,7894063.456395464
46083.183826324756,16,residential,rural,basement,concrete,mansard,1,0,luxury,rocky,94.27228082583714,20784569.34326693
3523.3590128157557,12,residential,suburban,crawl_space,brick,gable,0,1,economy,loamy,11.256518721483067,452136.2919033428
14205.443583286584,7,industrial,rural,crawl_space,wood,mansard,1,0,luxury,rocky,65.29423852220549,4131061.8655692036
40406.96334975654,7,infrastructure,suburban,slab,steel,hip,1,1,premium,clay,55.15030815774509,13014773.303167755
37538.85467399109,17,commercial,urban,pile,wood,mansard,0,1,luxury,clay,4.667284783556369,26243880.96626757
9633.790458140678,13,residential,suburban,basement,brick,hip,1,1,premium,sandy,29.51732752715919,3226206.6170350686
10862.79150516716,11,infrastructure,urban,basement,steel,flat,1,0,economy,sandy,77.58536035863403,2190541.4144395534
18838.369088173407,6,commercial,rural,basement,concrete,mansard,0,1,economy,rocky,30.687984046231076,1707061.3788340588
24483.887766955555,14,residential,rural,pile,steel,gable,0,0,premium,loamy,48.03323938090419,7233717.40594918
31103.61119074965,6,commercial,suburban,crawl_space,steel,flat,0,0,premium,clay,69.79505425072526,9098191.63265511
18761.225158703735,6,commercial,rural,basement,concrete,flat,1,1,standard,sandy,7.157284387296103,2772434.2058843635
23395.468448590822,2,infrastructure,suburban,basement,glass,mansard,0,0,standard,sandy,83.26057134897957,3939191.1129982444
37499.81143762095,15,commercial,rural,crawl_space,glass,mansard,1,1,luxury,clay,4.158117982159936,19365563.599446967
2315.818543084596,17,residential,urban,basement,steel,gable,0,0,premium,clay,26.23874484634634,1156600.136533804
12995.628745029027,8,infrastructure,rural,slab,steel,flat,1,0,economy,loamy,76.30672656286897,1540941.2522563918
35810.80450128535,5,industrial,urban,crawl_space,wood,hip,0,0,standard,sandy,91.18751516970181,6142420.411294671
44812.73846551637,17,industrial,suburban,crawl_space,glass,mansard,0,1,premium,loamy,76.03437152006035,20804988.75132142
25828.033384725473,1,infrastructure,suburban,crawl_space,concrete,flat,0,0,economy,loamy,22.699935879838375,2237366.852395879
26839.617520633125,18,industrial,suburban,slab,steel,flat,1,0,economy,clay,98.57238207806374,5344071.675135642
5805.014561318914,15,commercial,urban,crawl_space,steel,hip,0,1,premium,loamy,41.33342274797137,3046881.9266907005
22646.912157761006,5,residential,suburban,pile,wood,flat,1,1,luxury,clay,37.645121103440445,7685587.582736854
26864.554689523648,7,commercial,suburban,pile,wood,mansard,0,1,standard,rocky,86.52354995481438,4163416.526359405
12502.289929919118,18,infrastructure,urban,pile,wood,hip,1,0,standard,loamy,6.620897642280655,3718475.667577349
13827.539931994357,6,residential,rural,crawl_space,brick,mansard,1,0,premium,sandy,55.60814288298101,3159595.8918280294
19175.56607367882,5,infrastructure,suburban,crawl_space,concrete,gable,0,1,luxury,sandy,96.56258521330643,7959279.170408811
1493.524289997455,19,infrastructure,rural,crawl_space,brick,flat,1,1,economy,rocky,10.013033589780251,214645.55649431597
16442.918696367327,10,infrastructure,rural,slab,steel,mansard,0,1,luxury,rocky,54.08490511110971,7159859.876587539
10966.67634632896,15,commercial,suburban,pile,wood,mansard,1,1,standard,loamy,13.245661700830613,2333817.5361554343
16711.118932806778,10,residential,suburban,basement,wood,gable,0,0,premium,sandy,88.99779634657547,4349645.61891012
6428.225525052935,16,residential,urban,basement,wood,flat,0,0,standard,sandy,58.77483865926154,1759730.1048614057
44581.1003966248,12,residential,urban,crawl_space,glass,mansard,1,1,premium,clay,23.460338381332857,21573044.401960537
29882.826450925408,18,commercial,suburban,slab,concrete,hip,1,0,luxury,clay,30.704301321669636,19368205.237354543
34115.56479765224,1,industrial,rural,crawl_space,brick,mansard,0,1,standard,sandy,51.663097328880966,3315814.321364711
39563.97631106325,16,commercial,urban,basement,concrete,mansard,1,0,luxury,clay,72.53481059591788,32572704.912681967
25172.888846988335,6,commercial,urban,pile,wood,mansard,0,1,standard,clay,48.749421039221296,5127225.342081392
4802.554260327473,3,infrastructure,suburban,basement,steel,mansard,1,0,luxury,clay,18.926594382989826,2102544.423506255
27086.773820018116,2,residential,suburban,pile,glass,flat,0,0,standard,rocky,70.81312168380062,4768251.777757697
29548.635342033518,2,residential,suburban,pile,concrete,mansard,0,1,premium,sandy,11.836373107832632,6988386.621672002
37399.25397212434,13,industrial,suburban,slab,steel,gable,0,1,luxury,sandy,80.94072990221895,21024969.50915697
21867.14753836913,9,industrial,urban,basement,wood,mansard,1,0,luxury,sandy,39.560011690511466,11270797.726471836
6815.224988380406,16,infrastructure,urban,crawl_space,wood,hip,0,0,premium,clay,65.27105852626278,2769342.7976380754
14546.90733703686,5,residential,urban,slab,wood,hip,1,1,economy,loamy,34.47001538412056,1710858.4527593888
18472.573671732436,7,industrial,rural,pile,wood,mansard,1,1,standard,loamy,66.90735315504772,2711222.7899682
32472.90344591426,13,industrial,urban,basement,glass,mansard,0,0,standard,clay,88.91869113851452,10137960.88710852
28753.526081111137,13,residential,urban,crawl_space,glass,gable,0,1,premium,rocky,70.14042698551077,15179702.326134976
18126.78793194339,7,commercial,suburban,slab,concrete,gable,0,0,standard,rocky,67.14089846285893,3128330.9022742747
49332.5048152525,10,industrial,urban,crawl_space,wood,flat,0,1,luxury,sandy,75.74108119625292,25077366.91429177
30485.853558165913,15,residential,urban,basement,glass,flat,0,1,luxury,loamy,50.021201057786335,24901516.55413246
12242.726190931728,6,industrial,urban,crawl_space,steel,hip,1,0,premium,rocky,22.029267049442748,4574203.73325638
5538.232394709985,5,infrastructure,suburban,slab,glass,mansard,0,1,luxury,loamy,81.55220501191037,2487020.8300640695
8066.527389624435,2,industrial,urban,crawl_space,glass,mansard,1,0,economy,loamy,64.84819968287113,1294294.1181084164
12674.907555033153,15,residential,urban,basement,concrete,gable,0,0,standard,rocky,31.382088054197787,3661407.9497148423
8453.727976348006,16,industrial,rural,slab,glass,gable,0,1,premium,clay,27.587016782741603,2772724.9133635513
9735.067690539636,19,infrastructure,rural,pile,steel,flat,0,0,premium,sandy,49.992892981769025,3539802.5125446366
14612.210850345431,9,infrastructure,rural,slab,wood,flat,1,1,standard,sandy,20.73056532878863,2112436.090477409
9081.992967090364,19,industrial,rural,basement,brick,hip,0,0,economy,rocky,87.82388321589373,1146565.268968368
44889.88851900805,7,industrial,suburban,crawl_space,concrete,gable,1,1,premium,clay,78.85732707971998,13624365.48625437
4471.570410251289,4,infrastructure,rural,pile,steel,mansard,0,0,standard,rocky,30.831496531115675,656819.5336299997
26463.313783727604,3,infrastructure,urban,pile,concrete,gable,1,0,economy,rocky,4.940354760452048,3748511.576610489
20814.642935988246,11,commercial,rural,crawl_space,wood,gable,1,1,premium,loamy,5.186808953517385,4598738.1543119475
49127.74153697602,1,commercial,suburban,basement,glass,gable,1,0,economy,loamy,29.711975805488944,5721810.746582459
6045.925657318591,6,infrastructure,rural,slab,glass,flat,0,1,premium,sandy,14.750742429777441,1526917.5162881217
20193.85215276421,11,industrial,rural,basement,steel,mansard,0,1,standard,loamy,87.33322479235686,3622050.3403271744
48488.78644713076,1,residential,suburban,pile,wood,mansard,1,0,standard,loamy,42.07828140763116,6184291.680561681
43342.60273175202,7,industrial,suburban,slab,brick,flat,0,1,standard,clay,34.8026493053496,6989995.3111908855
40945.06751198936,6,industrial,suburban,slab,brick,flat,1,0,economy,rocky,21.789909519754136,4867579.856632922
13266.189938724521,14,commercial,suburban,crawl_space,glass,mansard,1,0,luxury,rocky,84.12010218929153,8368350.893746396
8958.935575808258,2,commercial,suburban,basement,wood,hip,0,0,economy,clay,79.24670005431112,613781.4241981066
33597.83938625934,4,commercial,suburban,slab,wood,gable,0,1,standard,loamy,38.43265295930131,4438924.995719627
46504.1114618155,11,infrastructure,urban,crawl_space,steel,mansard,0,1,premium,loamy,16.935785034090923,21680055.226579234
28059.763204189523,15,infrastructure,rural,basement,brick,flat,0,1,luxury,rocky,95.19882472610021,12924215.029891185
28794.828128760044,18,industrial,rural,pile,steel,mansard,1,1,economy,sandy,31.58599984809691,4386290.70707811
14358.965136184066,1,industrial,suburban,pile,concrete,gable,1,1,economy,rocky,77.10917218837076,1495245.8756999443
38589.900193000874,3,residential,suburban,basement,wood,mansard,0,1,premium,sandy,46.30495696322142,7062986.412105288
9758.665553597406,3,industrial,urban,slab,brick,flat,1,0,premium,loamy,78.16459650043845,2900861.7117367084
16522.12220201006,7,industrial,urban,slab,steel,hip,0,0,standard,sandy,48.160924611021194,3920468.5290336777
21559.10371151263,1,commercial,suburban,pile,glass,flat,0,0,economy,sandy,92.55598038483326,2165687.2326541427
25626.713744880522,11,commercial,urban,pile,concrete,hip,0,1,premium,sandy,80.04233740422372,11196726.300042776
12499.281754546471,6,commercial,urban,slab,steel,gable,1,1,premium,sandy,26.0289037723086,4482216.881748524
6184.422824590575,3,commercial,suburban,basement,glass,flat,1,1,luxury,sandy,43.03777752051258,2893133.643021105
30725.692100860815,19,commercial,suburban,pile,brick,mansard,0,0,standard,rocky,10.058980639423766,7942134.275599417
14787.21238539266,2,residential,suburban,slab,brick,flat,0,0,standard,clay,90.3471313169721,2078634.134446222
29271.29196041931,18,residential,suburban,basement,concrete,flat,0,1,economy,loamy,6.929632195782109,4209044.561883331
8140.954406073014,12,residential,rural,crawl_space,glass,gable,1,0,premium,rocky,1.8241608245331387,2507409.6407333333
24316.435041813464,10,commercial,rural,basement,wood,hip,0,1,standard,clay,49.64330652134624,3087991.619956287
26863.1769113035,5,infrastructure,suburban,slab,brick,hip,0,0,economy,rocky,60.3129106492941,2396553.25612954
3065.265072710132,9,commercial,urban,basement,wood,mansard,1,1,standard,clay,22.32143923069274,732242.3854620811
17161.91177059907,2,commercial,suburban,slab,wood,flat,0,1,economy,rocky,57.054908474642495,1282409.4460567643
7153.526508479225,2,residential,rural,pile,steel,gable,0,1,premium,loamy,89.55618811107435,1425652.1663465821
3637.0610384020033,6,commercial,urban,crawl_space,steel,hip,0,0,standard,loamy,62.611514889563146,851649.4174699584
49503.03150330229,10,residential,rural,pile,brick,mansard,1,1,economy,sandy,45.574083625530605,5012161.064809542
16456.515326248787,18,commercial,suburban,pile,wood,hip,1,0,economy,clay,14.442898439118279,2521109.729121273
40588.78506980443,12,industrial,rural,slab,steel,mansard,0,1,premium,rocky,16.894172932228724,11818193.07617579
13104.71241080631,4,infrastructure,rural,slab,glass,hip,0,1,standard,sandy,48.43547016086196,1840005.866417731
34234.3847500845,17,infrastructure,rural,slab,glass,mansard,0,0,economy,rocky,46.3121358596266,5254581.8423299
38131.279064539485,15,residential,urban,slab,glass,hip,0,1,economy,loamy,52.23886657214768,8170881.169776121
29984.11766008829,6,industrial,rural,pile,glass,hip,0,1,economy,loamy,50.78904280260641,3074530.6716230214
23843.02133323284,16,infrastructure,urban,slab,wood,flat,0,1,economy,clay,34.12788960314606,3617819.0575124947
20886.12525028979,17,residential,suburban,slab,glass,mansard,0,0,standard,rocky,69.58636300542076,6039726.842997589
17768.979193878266,3,commercial,suburban,pile,wood,mansard,1,0,luxury,rocky,21.221111691878956,6329231.571627024
46511.69264026738,10,commercial,rural,crawl_space,brick,flat,0,1,standard,sandy,85.23288353947916,7442357.709644701
41615.66068549259,5,industrial,urban,crawl_space,brick,flat,1,1,economy,loamy,19.439611609110365,5566233.325396878
48268.832077992374,14,infrastructure,suburban,basement,glass,hip,0,0,standard,sandy,41.5887399574212,13718335.949594026
6652.712562534464,13,commercial,urban,pile,glass,hip,0,0,standard,sandy,21.0743445692133,2170092.5813328
36677.94002258039,6,residential,urban,slab,glass,hip,0,0,premium,clay,61.84528050181868,15727097.16176394
46947.85261264137,12,commercial,rural,basement,brick,flat,0,0,premium,sandy,47.76377405728365,12060189.070582408
9471.036775200177,8,commercial,rural,crawl_space,steel,hip,1,0,economy,clay,37.43139847751278,1050159.8220093397
3791.565234655486,5,infrastructure,urban,crawl_space,brick,flat,1,0,luxury,loamy,47.51334825947837,2067637.5659646094
37185.47213985792,15,infrastructure,urban,pile,glass,hip,0,1,premium,sandy,42.12404538439753,20500150.287446674
28936.419102405638,16,residential,rural,slab,steel,flat,1,0,standard,sandy,85.51655230942478,6284515.104035252
42170.52444953447,1,industrial,urban,slab,steel,mansard,1,1,economy,sandy,12.4266498863284,5485245.99559134
7418.73264300133,16,industrial,rural,basement,concrete,gable,0,1,luxury,sandy,79.31814212891162,3730795.832356386
39865.731937064564,5,commercial,urban,crawl_space,wood,hip,0,1,premium,loamy,65.53295838909564,11656286.36030979
10480.552342363355,3,residential,rural,basement,glass,hip,0,1,economy,clay,34.832037734432895,905051.4946570148
8600.969171852372,15,industrial,urban,basement,wood,flat,1,1,luxury,loamy,91.9102061155443,5376831.171130511
8631.15699758415,13,industrial,rural,basement,concrete,mansard,0,1,economy,clay,17.694562064559328,893272.5659392943
40821.448651453415,16,commercial,urban,slab,wood,mansard,0,1,luxury,clay,31.028828775652517,25658353.786997247
33427.26242446191,11,residential,suburban,crawl_space,glass,hip,0,0,premium,sandy,37.48410665384486,11747959.576464264
26391.738526071407,2,industrial,suburban,basement,concrete,flat,0,0,standard,sandy,64.77962810907285,3760433.004927656
18262.108964113373,6,infrastructure,urban,crawl_space,wood,flat,1,1,standard,sandy,94.64113450220535,3464531.5052250116
43921.42677024886,6,infrastructure,suburban,crawl_space,brick,gable,0,1,premium,clay,59.34478627279508,10122278.5458368
19926.03281742045,14,commercial,urban,basement,steel,mansard,0,1,premium,rocky,85.6306085626771,10010999.50495818
40921.67225384307,11,commercial,urban,basement,concrete,gable,1,0,premium,rocky,90.4973289726333,16210561.561376996
22237.17797422581,8,commercial,suburban,pile,brick,mansard,0,0,luxury,rocky,46.64637126368611,10127215.144768266
19158.749256532927,8,commercial,urban,slab,glass,hip,0,0,luxury,loamy,47.24341267739409,12594303.28273426
23402.649390645518,1,industrial,rural,crawl_space,steel,hip,1,0,luxury,clay,24.999774727643942,7285178.724349273
15418.204771125032,7,residential,urban,basement,concrete,flat,1,1,luxury,rocky,60.15865143513665,9238655.693364235
37506.66431872443,6,commercial,urban,basement,steel,flat,0,1,luxury,clay,12.002782266431232,21466205.969389476
25384.659309577717,8,commercial,suburban,crawl_space,concrete,flat,0,1,luxury,clay,63.432873146768266,12229057.905448668
11994.528409767456,19,industrial,rural,basement,concrete,mansard,1,0,luxury,loamy,89.28971096315335,6269179.549000055
45028.94137709114,8,commercial,urban,pile,wood,flat,0,1,premium,sandy,76.0785688210981,13801198.710051171
19502.615457973963,14,commercial,urban,crawl_space,steel,hip,1,1,luxury,sandy,64.91883773384554,16692885.523052186
27405.866625142437,18,residential,urban,basement,steel,gable,1,1,economy,loamy,83.8403993497106,6841103.928788656
45370.36949274507,16,infrastructure,urban,crawl_space,brick,hip,0,1,luxury,loamy,72.98151651055278,34134772.0547002
31399.78079774261,9,commercial,urban,basement,glass,hip,1,1,standard,clay,52.96620090478664,9431743.293571394
6286.453015064021,15,industrial,urban,basement,brick,hip,0,0,standard,rocky,52.10643698162384,1764132.037635969
47021.690118867016,10,residential,rural,slab,wood,gable,1,1,premium,clay,10.70031388645849,10853077.564950166
31571.548627035183,16,industrial,rural,crawl_space,concrete,hip,1,1,standard,clay,43.44147469659965,6182389.561824875
17077.827925525762,4,residential,urban,slab,wood,mansard,0,0,standard,rocky,52.244945970010924,2974391.474545533
7393.96759683767,13,residential,urban,basement,wood,mansard,0,0,standard,sandy,46.9917023895521,1858081.1791605165
39804.24686887965,5,commercial,suburban,crawl_space,brick,gable,0,0,premium,clay,77.60138781796975,9778168.871711006
31193.601418461418,7,commercial,rural,crawl_space,concrete,mansard,0,0,premium,sandy,16.096203220339433,7049083.511356749
26906.324052827917,9,commercial,rural,pile,glass,flat,0,1,luxury,sandy,79.48989106144786,12805763.95062537
44747.682861022404,8,infrastructure,urban,pile,wood,mansard,1,0,standard,sandy,74.16627668228305,10582266.166047849
39535.56195561427,16,infrastructure,rural,basement,glass,hip,0,0,luxury,clay,90.08223271839684,21974596.537050005
8007.9065467711835,6,industrial,rural,basement,concrete,mansard,0,0,premium,rocky,37.34549926742828,1556323.346290171
15930.242355879638,16,commercial,suburban,basement,concrete,flat,1,0,luxury,rocky,17.654338903161502,10116096.042098409
12800.212420816055,6,infrastructure,suburban,basement,brick,flat,0,1,luxury,sandy,75.86285869672696,4804138.820246636
37325.34148234751,14,commercial,rural,pile,steel,flat,1,1,standard,sandy,58.843085178104836,7570109.717424142
2159.8555194210794,1,infrastructure,rural,crawl_space,brick,hip,0,0,premium,rocky,71.24923482589539,339446.7990963874
28709.53940113017,9,infrastructure,rural,slab,glass,flat,0,1,standard,loamy,99.6740470869165,5422329.401599893
38241.70494416418,13,residential,urban,crawl_space,brick,hip,0,0,luxury,loamy,19.453974962170438,26242385.010474443
43899.8990197066,19,commercial,suburban,crawl_space,concrete,flat,1,1,premium,sandy,41.10516054741377,17999439.621082444
17433.04656143742,17,commercial,urban,pile,wood,hip,0,1,luxury,rocky,19.269679272416894,12543034.01072941
41152.23658126464,11,infrastructure,suburban,crawl_space,steel,hip,0,1,luxury,loamy,86.06231872440699,23917934.19018691
5976.270979282758,8,commercial,suburban,crawl_space,concrete,hip,0,1,standard,rocky,1.6981025390197413,1142084.6786459645
42399.38844085865,5,infrastructure,suburban,basement,wood,mansard,1,1,premium,clay,13.522311813391163,9711127.4282422
6810.68878543313,10,commercial,rural,slab,glass,flat,0,1,premium,sandy,24.787027097077562,1970669.998433944
20165.72088273818,7,residential,suburban,crawl_space,glass,hip,1,0,standard,loamy,77.132320393239,4311323.61779892
39966.120606087905,10,commercial,urban,crawl_space,glass,flat,1,1,economy,sandy,62.84542028680485,8496490.233162593
7920.912653764302,4,residential,suburban,slab,brick,mansard,0,1,standard,clay,38.861233194365106,1257990.1821388677
11847.944064015754,9,industrial,urban,basement,glass,gable,0,1,standard,rocky,15.87003031844917,3696806.3575167847
36251.50213545678,14,commercial,suburban,pile,glass,flat,0,1,economy,sandy,32.16086960262382,6032182.239686593
36141.80855903068,2,commercial,suburban,pile,brick,flat,0,1,premium,loamy,74.34202588808662,7997140.111673078
32236.807827822216,9,commercial,rural,crawl_space,wood,mansard,0,1,economy,clay,38.195169918348334,2724930.165237708
34850.448001121455,1,residential,urban,basement,concrete,hip,0,0,luxury,loamy,46.259533228487456,16022435.47257172
27364.85994570601,10,commercial,suburban,pile,steel,flat,0,0,luxury,rocky,60.86260151683957,15714720.072600547
12964.053415894161,10,commercial,suburban,pile,glass,gable,0,0,standard,loamy,91.2887543170251,3187002.6597849154
17611.951678444013,3,infrastructure,urban,pile,glass,mansard,0,0,luxury,loamy,25.010526734396986,9699605.360296657
9489.08698167057,6,industrial,suburban,pile,glass,hip,0,0,economy,loamy,44.79965671096009,1237609.8782524827
45468.3027860146,6,residential,rural,pile,brick,flat,1,0,luxury,clay,31.03213449207043,14922708.693067959
29377.893840922963,2,infrastructure,urban,crawl_space,brick,flat,0,0,premium,loamy,46.61869248409256,8031595.405808953
20342.145129800174,18,residential,rural,pile,brick,mansard,0,1,standard,loamy,69.64615576728983,4097417.117349158
23369.287280384568,2,infrastructure,urban,crawl_space,steel,hip,0,0,standard,clay,48.20640954377132,4619705.198384648
47390.52531078486,12,industrial,urban,slab,concrete,hip,0,0,premium,clay,83.4536345316416,18517300.100214493
8090.894454245969,5,infrastructure,urban,slab,glass,mansard,0,1,premium,clay,55.32580993405042,3266551.3249878674
29518.376684831463,7,residential,suburban,basement,wood,flat,0,1,standard,rocky,38.57651719061694,4783210.986366049
25541.489604781065,16,commercial,urban,crawl_space,glass,flat,0,0,premium,clay,78.23210660781422,15504535.2639522
30766.98465401507,1,commercial,urban,basement,glass,hip,1,0,luxury,rocky,43.13239030233774,17238523.71112871
1396.4540991316053,1,industrial,urban,slab,glass,hip,1,0,luxury,clay,51.55526361388099,788089.4469480077
43670.1334927355,17,residential,rural,slab,glass,gable,0,0,luxury,clay,99.46703614441803,26423608.029958535
46639.854982938814,1,residential,urban,slab,concrete,gable,1,0,luxury,sandy,78.64317290999908,19473068.4699546
28474.092587665844,13,residential,suburban,slab,wood,gable,0,1,economy,sandy,85.51421857410743,3196329.356175285
34984.21578190617,9,industrial,urban,pile,brick,hip,0,1,economy,sandy,59.28510280587136,4960268.968227485
46163.719368276135,15,commercial,urban,slab,wood,hip,0,1,economy,sandy,34.821646655790495,7020316.709214844
35508.31239851323,3,infrastructure,rural,pile,glass,hip,0,0,economy,clay,99.12696131422607,3252916.7390926383
8050.682624255936,14,industrial,suburban,pile,wood,flat,0,0,luxury,clay,24.402009603951047,3833085.4790051864
29026.273828257254,11,infrastructure,suburban,basement,glass,mansard,1,0,luxury,rocky,87.28169460108462,18793267.614897553
30532.394795951368,12,commercial,suburban,pile,wood,hip,0,0,premium,clay,91.13013346726142,8638152.217283852
21494.468229468108,13,industrial,urban,basement,steel,flat,0,1,economy,rocky,81.75547811470192,4168398.093384975
36953.98966342378,13,commercial,urban,pile,wood,hip,0,1,economy,loamy,11.408401655312861,5441183.823050652
46751.16723106623,1,infrastructure,suburban,pile,brick,mansard,0,0,standard,loamy,85.41130070213316,6341394.859679975
46315.64138888543,10,residential,suburban,slab,brick,hip,0,1,premium,clay,66.37779396108081,13823695.43920044
22816.54888450454,3,residential,rural,crawl_space,wood,flat,0,1,luxury,loamy,68.08239747654305,5631861.329817722
6105.283269117385,4,infrastructure,suburban,pile,wood,hip,0,0,premium,clay,78.65315770706081,1346624.6992138324
49249.63934863556,16,residential,urban,crawl_space,concrete,hip,0,0,premium,rocky,49.053733716241176,23379177.5001475
42025.455279073736,8,infrastructure,urban,crawl_space,wood,hip,0,0,standard,sandy,26.715720057514268,8370878.888508951
6670.802719561709,16,industrial,urban,crawl_space,brick,gable,0,1,standard,loamy,57.49321773654529,2032685.5288859124
46081.67318955993,17,industrial,rural,pile,steel,hip,0,0,premium,clay,10.867545494208752,14583279.873000614
43559.86992207535,19,industrial,suburban,crawl_space,brick,flat,0,0,economy,sandy,67.48051052609645,6957166.548042289
26182.48382774057,15,residential,urban,pile,concrete,flat,0,1,luxury,rocky,48.294093473060975,20005536.406193294
29768.134069374,16,commercial,rural,slab,wood,flat,0,0,standard,clay,50.23309509295303,5154090.268575628
20250.63384157145,15,residential,rural,pile,steel,hip,0,0,standard,loamy,18.582209401952355,4001126.980071662
3210.701121690551,2,residential,urban,basement,brick,mansard,0,1,luxury,rocky,4.128282800550087,1493771.63683125
17092.263461472096,11,commercial,rural,slab,steel,flat,1,1,standard,clay,61.12697845853356,3323005.6182976314
40241.24570560156,1,commercial,rural,crawl_space,glass,gable,0,0,premium,loamy,65.88309424840202,7468318.716166912
729.2851387278415,15,commercial,urban,crawl_space,brick,mansard,1,0,luxury,rocky,49.82919524093818,491439.0808981189
17008.208998711638,19,commercial,rural,basement,glass,flat,0,1,economy,rocky,76.57312859463855,2465291.3856315706
20209.350332751696,4,residential,urban,slab,steel,hip,1,1,standard,sandy,56.371622425772095,5027411.177298613
27101.08234542718,11,infrastructure,urban,basement,wood,gable,1,1,standard,sandy,84.81960168372142,6271893.135937709
46032.853012431646,5,industrial,rural,crawl_space,wood,flat,1,0,premium,sandy,28.811859491335213,8724793.984719979
17644.12672111508,3,infrastructure,urban,pile,wood,gable,1,1,economy,clay,24.310833090311547,2139410.978567634
17674.18349386327,13,residential,urban,crawl_space,glass,mansard,0,0,standard,rocky,26.114533339683753,6230180.571462831
37006.311781432545,10,commercial,suburban,basement,wood,flat,0,1,luxury,sandy,3.0518475263332068,16167668.881048108
22884.788074045453,11,industrial,urban,pile,concrete,hip,0,0,luxury,loamy,90.06240725048468,15497517.825359888
11617.938735529107,18,industrial,suburban,pile,brick,gable,0,0,premium,clay,99.91865652470032,4082303.651036019
22895.756048568324,2,infrastructure,suburban,crawl_space,brick,flat,1,0,premium,sandy,81.65225494036517,5170930.540373979
7472.422508800093,7,residential,suburban,pile,steel,mansard,0,0,standard,clay,41.2596093489904,1395533.723207825
9231.155832058053,9,residential,suburban,slab,glass,mansard,1,0,premium,rocky,35.393355611116405,3510286.5915749865
25169.204750604247,10,residential,rural,crawl_space,brick,flat,0,0,luxury,loamy,77.46825678678678,9697561.525506068
21236.80975047512,18,industrial,rural,crawl_space,glass,mansard,0,0,premium,rocky,50.99451089522212,7507969.620207123
45784.872102870955,7,infrastructure,urban,slab,steel,gable,1,0,luxury,loamy,93.94578497880404,29801564.687509302
18438.498006273338,7,industrial,urban,crawl_space,wood,gable,0,1,standard,rocky,27.957964543203772,3394215.361926451
29239.12333876315,3,industrial,urban,basement,steel,gable,0,0,luxury,clay,32.38179864305918,16041177.596425839
31797.082252016753,12,commercial,rural,basement,concrete,gable,0,1,premium,rocky,99.88249107152687,8642836.026596207
1148.175601122515,7,infrastructure,suburban,crawl_space,wood,mansard,1,1,luxury,loamy,97.81747639356475,428777.07810123323
33345.09991482717,17,commercial,rural,slab,wood,flat,1,0,luxury,clay,88.519175515735,15012623.762428591
9312.780360052695,1,residential,rural,pile,wood,mansard,1,0,economy,clay,40.46286876201156,706310.9985059693
48072.98071473803,5,industrial,urban,slab,steel,mansard,0,1,economy,loamy,83.76127350267424,6552769.480330659
7858.805023779091,16,infrastructure,urban,basement,concrete,flat,0,0,standard,loamy,28.339320322423035,2376699.643359755
